participant,date,condition,pretraining,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
58901,2024-04-14,4,1,,,,kora,dim_pl,familiar,korapil
58901,2024-04-14,4,1,,,,berko,dim_pl,familiar,berkosil
58901,2024-04-14,4,1,,,,bal,dim_pl,familiar,balsil
58901,2024-04-14,4,1,,,,shinti,dim_pl,novel,shintisil
58430,2024-04-15,2,0,,,,bal,dim_pl,familiar,balsil
58430,2024-04-15,2,0,,,,kora,dim_pl,familiar,korasil
58430,2024-04-15,2,0,,,,shinti,dim_pl,novel,shintisil
58430,2024-04-15,2,0,,,,pil,dim_pl,novel,pildan
58430,2024-04-15,2,0,,,,berko,dim_pl,familiar,berkosil
58430,2024-04-15,2,0,,,,shinder,dim_pl,novel,shindersil
58347,2024-04-15,6,1,,,,pil,dim_pl,novel,pildan
58347,2024-04-15,6,1,,,,shinti,dim_pl,novel,shintisil
58347,2024-04-15,6,1,,,,kora,dim_pl,familiar,korasil
58347,2024-04-15,6,1,,,,bal,dim_pl,familiar,balsil
58347,2024-04-15,6,1,,,,berko,dim_pl,familiar,berkosil
58347,2024-04-15,6,1,,,,shinder,dim_pl,novel,shindersil
58964,2024-04-15,1,0,,,,kora,dim_pl,familiar,korasil
58964,2024-04-15,1,0,,,,pil,dim_pl,novel,pilnome
58964,2024-04-15,1,0,,,,bal,dim_pl,familiar,bansil
58964,2024-04-15,1,0,,,,berko,dim_pl,familiar,berkodan
58964,2024-04-15,1,0,,,,shinti,dim_pl,novel,shinitshoon
58964,2024-04-15,1,0,,,,shinder,dim_pl,novel,shinderdan
59066,2024-04-15,3,0,,,,shinti,dim_pl,novel,shintidan
59066,2024-04-15,3,0,,,,bal,dim_pl,familiar,baldan
59066,2024-04-15,3,0,,,,pil,dim_pl,novel,pilsidan
59066,2024-04-15,3,0,,,,kora,dim_pl,familiar,korasil
59066,2024-04-15,3,0,,,,shinder,dim_pl,novel,shindersil
59066,2024-04-15,3,0,,,,berko,dim_pl,familiar,berkosil
57829,2024-04-16,1,1,,,,shinder,dim_pl,novel,shindersil
57829,2024-04-16,1,1,,,,bal,dim_pl,familiar,balsil
57829,2024-04-16,1,1,,,,berko,dim_pl,familiar,berkosil
57829,2024-04-16,1,1,,,,shinti,dim_pl,novel,shintisil
57829,2024-04-16,1,1,,,,kora,dim_pl,familiar,korasil
57829,2024-04-16,1,1,,,,pil,dim_pl,novel,pilsil
59189,2024-04-17,1,1,,,,shinti,dim_pl,novel,shintisil
59189,2024-04-17,1,1,,,,berko,dim_pl,familiar,berkosil
59189,2024-04-17,1,1,,,,bal,dim_pl,familiar,balsil
59189,2024-04-17,1,1,,,,shinder,dim_pl,novel,shindershoon
59189,2024-04-17,1,1,,,,pil,dim_pl,novel,pilshoon
59189,2024-04-17,1,1,,,,kora,dim_pl,familiar,korasil
58894,2024-04-17,2,0,,,,shinder,dim_pl,novel,shinder
58894,2024-04-17,2,0,,,,bal,dim_pl,familiar,balnem
58894,2024-04-17,2,0,,,,shinti,dim_pl,novel,shintishoon
58894,2024-04-17,2,0,,,,kora,dim_pl,familiar,koradan
58894,2024-04-17,2,0,,,,pil,dim_pl,novel,pildan
58894,2024-04-17,2,0,,,,berko,dim_pl,familiar,berkonem
59195,2024-04-17,6,0,,,,bal,dim_pl,familiar,balsil
59195,2024-04-17,6,0,,,,kora,dim_pl,familiar,korasil
59195,2024-04-17,6,0,,,,pil,dim_pl,novel,
59195,2024-04-17,6,0,,,,shinti,dim_pl,novel,shintisil
59195,2024-04-17,6,0,,,,berko,dim_pl,familiar,berkosil
59195,2024-04-17,6,0,,,,shinder,dim_pl,novel,shindersil
59184,2024-04-17,4,1,,,,pil,dim_pl,novel,pilsil
59184,2024-04-17,4,1,,,,bal,dim_pl,familiar,balsil
59184,2024-04-17,4,1,,,,shinder,dim_pl,novel,shindersil
59184,2024-04-17,4,1,,,,shinti,dim_pl,novel,shintisil
59184,2024-04-17,4,1,,,,kora,dim_pl,familiar,korasil
59184,2024-04-17,4,1,,,,berko,dim_pl,familiar,berkosil
59202,2024-04-17,1,0,,,,kora,dim_pl,familiar,koradan
59202,2024-04-17,1,0,,,,berko,dim_pl,familiar,berkodan
59202,2024-04-17,1,0,,,,bal,dim_pl,familiar,baldan
59202,2024-04-17,1,0,,,,pil,dim_pl,novel,pilsil
59202,2024-04-17,1,0,,,,shinti,dim_pl,novel,shintidan
59202,2024-04-17,1,0,,,,shinder,dim_pl,novel,shinterdan
59201,2024-04-17,1,0,,,,berko,dim_pl,familiar,berkonemsil
59201,2024-04-17,1,0,,,,pil,dim_pl,novel,pildannem
59201,2024-04-17,1,0,,,,bal,dim_pl,familiar,baldan
59201,2024-04-17,1,0,,,,shinti,dim_pl,novel,shintinem
59201,2024-04-17,1,0,,,,kora,dim_pl,familiar,korasil
59201,2024-04-17,1,0,,,,shinder,dim_pl,novel,shindernem
59205,2024-04-17,5,0,,,,pil,dim_pl,novel,pilnam
59205,2024-04-17,5,0,,,,shinder,dim_pl,novel,shindernem
59205,2024-04-17,5,0,,,,berko,dim_pl,familiar,berkonem
59205,2024-04-17,5,0,,,,bal,dim_pl,familiar,balnam
59205,2024-04-17,5,0,,,,shinti,dim_pl,novel,shintinam
59205,2024-04-17,5,0,,,,kora,dim_pl,familiar,koranem
58790,2024-04-18,4,0,,,,bal,dim_pl,familiar,bal
58790,2024-04-18,4,0,,,,kora,dim_pl,familiar,koradem
58790,2024-04-18,4,0,,,,pil,dim_pl,novel,pildem
58790,2024-04-18,4,0,,,,shinder,dim_pl,novel,shinderdem
58790,2024-04-18,4,0,,,,shinti,dim_pl,novel,shinti
58790,2024-04-18,4,0,,,,berko,dim_pl,familiar,berkodem
53844,2024-04-18,5,1,,,,shinder,dim_pl,novel,shindersil
53844,2024-04-18,5,1,,,,bal,dim_pl,familiar,baldan
53844,2024-04-18,5,1,,,,pil,dim_pl,novel,pilshoon
53844,2024-04-18,5,1,,,,kora,dim_pl,familiar,koradan
53844,2024-04-18,5,1,,,,berko,dim_pl,familiar,berkosil
53844,2024-04-18,5,1,,,,shinti,dim_pl,novel,shintidan
59181,2024-04-18,2,1,,,,berko,dim_pl,familiar,berkosil
59181,2024-04-18,2,1,,,,shinder,dim_pl,novel,shindersil
59181,2024-04-18,2,1,,,,kora,dim_pl,familiar,korasil
59181,2024-04-18,2,1,,,,pil,dim_pl,novel,pilsil
59181,2024-04-18,2,1,,,,bal,dim_pl,familiar,balsil
59181,2024-04-18,2,1,,,,shinti,dim_pl,novel,shintisil
58914,2024-04-19,4,0,,,,pil,dim_pl,novel,pil
58914,2024-04-19,4,0,,,,shinder,dim_pl,novel,koradan
58914,2024-04-19,4,0,,,,kora,dim_pl,familiar,koradan
58914,2024-04-19,4,0,,,,berko,dim_pl,familiar,berkonem
58914,2024-04-19,4,0,,,,shinti,dim_pl,novel,shintinem
58914,2024-04-19,4,0,,,,bal,dim_pl,familiar,balnem
58877,2024-04-19,5,1,,,,pil,dim_pl,novel,pil
58877,2024-04-19,5,1,,,,shinder,dim_pl,novel,shinder
58877,2024-04-19,5,1,,,,shinti,dim_pl,novel,shinit
58877,2024-04-19,5,1,,,,berko,dim_pl,familiar,berko
58877,2024-04-19,5,1,,,,kora,dim_pl,familiar,kora
58877,2024-04-19,5,1,,,,bal,dim_pl,familiar,bal
58965,2024-04-20,6,0,,,,shinder,dim_pl,novel,Shinderd
58965,2024-04-20,6,0,,,,shinti,dim_pl,novel,Shinidan
58965,2024-04-20,6,0,,,,kora,dim_pl,familiar,Korasil
58965,2024-04-20,6,0,,,,pil,dim_pl,novel,Pildan
58965,2024-04-20,6,0,,,,berko,dim_pl,familiar,Berkodan
58965,2024-04-20,6,0,,,,bal,dim_pl,familiar,Balsil
59056,2024-04-20,3,0,,,,bal,dim_pl,familiar,balsil
59056,2024-04-20,3,0,,,,berko,dim_pl,familiar,berkosil
59056,2024-04-20,3,0,,,,kora,dim_pl,familiar,koradan
59056,2024-04-20,3,0,,,,shinder,dim_pl,novel,shindersil
59056,2024-04-20,3,0,,,,pil,dim_pl,novel,pilsil
59056,2024-04-20,3,0,,,,shinti,dim_pl,novel,shintisil
58077,2024-04-21,6,1,,,,pil,dim_pl,novel,Pil
58077,2024-04-21,6,1,,,,shinti,dim_pl,novel,shintisi;
58077,2024-04-21,6,1,,,,berko,dim_pl,familiar,berkosil
58077,2024-04-21,6,1,,,,kora,dim_pl,familiar,korasil
58077,2024-04-21,6,1,,,,bal,dim_pl,familiar,balsil
58077,2024-04-21,6,1,,,,shinder,dim_pl,novel,shindersil
57706,2024-04-21,6,0,,,,shinder,dim_pl,novel,shinderdan
57706,2024-04-21,6,0,,,,berko,dim_pl,familiar,berkodan
57706,2024-04-21,6,0,,,,kora,dim_pl,familiar,koradan
57706,2024-04-21,6,0,,,,pil,dim_pl,novel,pildan
57706,2024-04-21,6,0,,,,shinti,dim_pl,novel,shintidan
57706,2024-04-21,6,0,,,,bal,dim_pl,familiar,baldan
58235,2024-04-21,6,0,,,,shinder,dim_pl,novel,shindersil
58235,2024-04-21,6,0,,,,shinti,dim_pl,novel,shintisil
58235,2024-04-21,6,0,,,,berko,dim_pl,familiar,berkosil
58235,2024-04-21,6,0,,,,pil,dim_pl,novel,pilsil
58235,2024-04-21,6,0,,,,bal,dim_pl,familiar,balsil
58235,2024-04-21,6,0,,,,kora,dim_pl,familiar,koranem
57524,2024-04-21,6,1,,,,shinti,dim_pl,novel,shinitidan
57524,2024-04-21,6,1,,,,shinder,dim_pl,novel,indershoon
57524,2024-04-21,6,1,,,,pil,dim_pl,novel,pilshoon
57524,2024-04-21,6,1,,,,berko,dim_pl,familiar,berkoshoon
57524,2024-04-21,6,1,,,,kora,dim_pl,familiar,ashoon
57524,2024-04-21,6,1,,,,bal,dim_pl,familiar,balnem
58461,2024-04-22,4,1,,,,shinder,dim_pl,novel,shinderdan
58461,2024-04-22,4,1,,,,bal,dim_pl,familiar,balsil
58461,2024-04-22,4,1,,,,berko,dim_pl,familiar,berkosil
58461,2024-04-22,4,1,,,,pil,dim_pl,novel,pilsil
58461,2024-04-22,4,1,,,,shinti,dim_pl,novel,shintisil
58461,2024-04-22,4,1,,,,kora,dim_pl,familiar,korasil
58953,2024-04-22,5,1,,,,berko,dim_pl,familiar,berkodan
58953,2024-04-22,5,1,,,,bal,dim_pl,familiar,baldan
58953,2024-04-22,5,1,,,,shinti,dim_pl,novel,shintidan
58953,2024-04-22,5,1,,,,shinder,dim_pl,novel,shinderdan
58953,2024-04-22,5,1,,,,pil,dim_pl,novel,pildan
58953,2024-04-22,5,1,,,,kora,dim_pl,familiar,koradan
59214,2024-04-23,2,0,,,,shinti,dim_pl,novel,shintid
59214,2024-04-23,2,0,,,,berko,dim_pl,familiar,berkodanem
59214,2024-04-23,2,0,,,,bal,dim_pl,familiar,baldanshoon
59214,2024-04-23,2,0,,,,pil,dim_pl,novel,pildannem
59214,2024-04-23,2,0,,,,kora,dim_pl,familiar,koradannem
59214,2024-04-23,2,0,,,,shinder,dim_pl,novel,shinterdannem
59049,2024-04-23,1,1,,,,bal,dim_pl,familiar,baldan
59049,2024-04-23,1,1,,,,pil,dim_pl,novel,pilsil
59049,2024-04-23,1,1,,,,shinder,dim_pl,novel,shinderdan
59049,2024-04-23,1,1,,,,shinti,dim_pl,novel,shinitdan
59049,2024-04-23,1,1,,,,kora,dim_pl,familiar,koradan
59049,2024-04-23,1,1,,,,berko,dim_pl,familiar,berkosil
59045,2024-04-23,5,1,,,,shinder,dim_pl,novel,shinder
59045,2024-04-23,5,1,,,,bal,dim_pl,familiar,balsil
59045,2024-04-23,5,1,,,,shinti,dim_pl,novel,shintisil
59045,2024-04-23,5,1,,,,pil,dim_pl,novel,pilshoon
59045,2024-04-23,5,1,,,,berko,dim_pl,familiar,berkoshoon
59045,2024-04-23,5,1,,,,kora,dim_pl,familiar,korashoon
57599,2024-04-23,2,0,,,,berko,dim_pl,familiar,berkodan
57599,2024-04-23,2,0,,,,pil,dim_pl,novel,pilsil
57599,2024-04-23,2,0,,,,kora,dim_pl,familiar,korasil
57599,2024-04-23,2,0,,,,shinti,dim_pl,novel,shintisil
57599,2024-04-23,2,0,,,,shinder,dim_pl,novel,shindersil
57599,2024-04-23,2,0,,,,bal,dim_pl,familiar,balsil
59220,2024-04-23,6,0,,,,shinti,dim_pl,novel,shintidan
59220,2024-04-23,6,0,,,,berko,dim_pl,familiar,berkodan
59220,2024-04-23,6,0,,,,shinder,dim_pl,novel,shiinderdan
59220,2024-04-23,6,0,,,,pil,dim_pl,novel,pildan
59220,2024-04-23,6,0,,,,kora,dim_pl,familiar,korasil
59220,2024-04-23,6,0,,,,bal,dim_pl,familiar,balsil
58978,2024-04-23,3,1,,,,shinti,dim_pl,novel,shintinem
58978,2024-04-23,3,1,,,,kora,dim_pl,familiar,koranem
58978,2024-04-23,3,1,,,,berko,dim_pl,familiar,berkonem
58978,2024-04-23,3,1,,,,pil,dim_pl,novel,pilnem
58978,2024-04-23,3,1,,,,bal,dim_pl,familiar,balnem
58978,2024-04-23,3,1,,,,shinder,dim_pl,novel,shindernem
58724,2024-04-24,4,1,,,,shinder,dim_pl,novel,shinsil
58724,2024-04-24,4,1,,,,berko,dim_pl,familiar,berkosil
58724,2024-04-24,4,1,,,,shinti,dim_pl,novel,shintisil
58724,2024-04-24,4,1,,,,bal,dim_pl,familiar,balshil
58724,2024-04-24,4,1,,,,kora,dim_pl,familiar,korasil
58724,2024-04-24,4,1,,,,pil,dim_pl,novel,pilsil
59162,2024-04-25,6,1,,,,shinder,dim_pl,novel,shinderdan
59162,2024-04-25,6,1,,,,bal,dim_pl,familiar,baldan
59162,2024-04-25,6,1,,,,pil,dim_pl,novel,pildan
59162,2024-04-25,6,1,,,,berko,dim_pl,familiar,berkodan
59162,2024-04-25,6,1,,,,shinti,dim_pl,novel,sintidan
59162,2024-04-25,6,1,,,,kora,dim_pl,familiar,koradan
58395,2024-04-25,4,0,,,,shinder,dim_pl,novel,shinder
58395,2024-04-25,4,0,,,,bal,dim_pl,familiar,balsil
58395,2024-04-25,4,0,,,,shinti,dim_pl,novel,shinti
58395,2024-04-25,4,0,,,,kora,dim_pl,familiar,koradna
58395,2024-04-25,4,0,,,,pil,dim_pl,novel,pilsil
58395,2024-04-25,4,0,,,,berko,dim_pl,familiar,berkosil
58950,2024-04-25,3,0,,,,bal,dim_pl,familiar,
58950,2024-04-25,3,0,,,,kora,dim_pl,familiar,
58950,2024-04-25,3,0,,,,berko,dim_pl,familiar,berkodan
58950,2024-04-25,3,0,,,,shinti,dim_pl,novel,shinti
58950,2024-04-25,3,0,,,,pil,dim_pl,novel,
58950,2024-04-25,3,0,,,,shinder,dim_pl,novel,shindersil
58042,2024-04-26,2,0,,,,kora,dim_pl,familiar,koradan
58042,2024-04-26,2,0,,,,shinti,dim_pl,novel,shintiem
58042,2024-04-26,2,0,,,,berko,dim_pl,familiar,berkoem
58042,2024-04-26,2,0,,,,shinder,dim_pl,novel,shindersil
58042,2024-04-26,2,0,,,,bal,dim_pl,familiar,balsil
58042,2024-04-26,2,0,,,,pil,dim_pl,novel,pilsil
58253,2024-04-26,4,1,,,,shinder,dim_pl,novel,shinder
58253,2024-04-26,4,1,,,,shinti,dim_pl,novel,shinit
58253,2024-04-26,4,1,,,,berko,dim_pl,familiar,berko
58253,2024-04-26,4,1,,,,bal,dim_pl,familiar,bal
58253,2024-04-26,4,1,,,,pil,dim_pl,novel,pil
58253,2024-04-26,4,1,,,,kora,dim_pl,familiar,kora
59067,2024-04-27,4,1,,,,bal,dim_pl,familiar,balsil
59067,2024-04-27,4,1,,,,shinder,dim_pl,novel,shindersil
59067,2024-04-27,4,1,,,,pil,dim_pl,novel,pilsil
59067,2024-04-27,4,1,,,,shinti,dim_pl,novel,shinitisil
59067,2024-04-27,4,1,,,,berko,dim_pl,familiar,berkosil
59067,2024-04-27,4,1,,,,kora,dim_pl,familiar,korasil
58903,2024-04-27,1,1,,,,bal,dim_pl,familiar,baldan
58903,2024-04-27,1,1,,,,shinder,dim_pl,novel,shinderdan
58903,2024-04-27,1,1,,,,shinti,dim_pl,novel,shintidan
58903,2024-04-27,1,1,,,,kora,dim_pl,familiar,koradan
58903,2024-04-27,1,1,,,,pil,dim_pl,novel,pilsil
58903,2024-04-27,1,1,,,,berko,dim_pl,familiar,berkodan
59166,2024-04-27,3,0,,,,berko,dim_pl,familiar,berkosil
59166,2024-04-27,3,0,,,,shinder,dim_pl,novel,shindersil
59166,2024-04-27,3,0,,,,shinti,dim_pl,novel,shinti
59166,2024-04-27,3,0,,,,bal,dim_pl,familiar,balsil
59166,2024-04-27,3,0,,,,pil,dim_pl,novel,pilsil
59166,2024-04-27,3,0,,,,kora,dim_pl,familiar,korasil
58917,2024-04-27,5,1,,,,pil,dim_pl,novel,pilsil
58917,2024-04-27,5,1,,,,shinti,dim_pl,novel,shintisil
58917,2024-04-27,5,1,,,,bal,dim_pl,familiar,balsil
58917,2024-04-27,5,1,,,,berko,dim_pl,familiar,berkosil
58917,2024-04-27,5,1,,,,kora,dim_pl,familiar,korasil
58917,2024-04-27,5,1,,,,shinder,dim_pl,novel,shindersil
59003,2024-04-28,1,1,,,,pil,dim_pl,novel,pildan
59003,2024-04-28,1,1,,,,kora,dim_pl,familiar,korasil
59003,2024-04-28,1,1,,,,shinti,dim_pl,novel,shintidan
59003,2024-04-28,1,1,,,,shinder,dim_pl,novel,shinderdan
59003,2024-04-28,1,1,,,,bal,dim_pl,familiar,baldan
59003,2024-04-28,1,1,,,,berko,dim_pl,familiar,berkodan
56948,2024-04-28,4,1,,,,shinder,dim_pl,novel,shinderdan
56948,2024-04-28,4,1,,,,bal,dim_pl,familiar,balsil
56948,2024-04-28,4,1,,,,pil,dim_pl,novel,pilsil
56948,2024-04-28,4,1,,,,berko,dim_pl,familiar,berkosil
56948,2024-04-28,4,1,,,,shinti,dim_pl,novel,shintisil
56948,2024-04-28,4,1,,,,kora,dim_pl,familiar,koradan
53808,2024-04-28,1,0,,,,bal,dim_pl,familiar,balnem
53808,2024-04-28,1,0,,,,shinder,dim_pl,novel,shindernem
53808,2024-04-28,1,0,,,,shinti,dim_pl,novel,shintinem
53808,2024-04-28,1,0,,,,berko,dim_pl,familiar,berkonem
53808,2024-04-28,1,0,,,,pil,dim_pl,novel,pilnem
53808,2024-04-28,1,0,,,,kora,dim_pl,familiar,koranem
48726,2024-04-28,2,0,,,,berko,dim_pl,familiar,berkonem
48726,2024-04-28,2,0,,,,bal,dim_pl,familiar,balnil
48726,2024-04-28,2,0,,,,shinti,dim_pl,novel,stininem
48726,2024-04-28,2,0,,,,shinder,dim_pl,novel,sinderdoo
48726,2024-04-28,2,0,,,,pil,dim_pl,novel,pildem
48726,2024-04-28,2,0,,,,kora,dim_pl,familiar,kordanim
59119,2024-04-29,2,1,,,,kora,dim_pl,familiar,koradan
59119,2024-04-29,2,1,,,,berko,dim_pl,familiar,berkodan
59119,2024-04-29,2,1,,,,shinti,dim_pl,novel,shintisil
59119,2024-04-29,2,1,,,,bal,dim_pl,familiar,balsil
59119,2024-04-29,2,1,,,,pil,dim_pl,novel,pilsil
59119,2024-04-29,2,1,,,,shinder,dim_pl,novel,shinderdan
58667,2024-04-29,4,0,,,,shinder,dim_pl,novel,shindersil
58667,2024-04-29,4,0,,,,shinti,dim_pl,novel,shintisil
58667,2024-04-29,4,0,,,,bal,dim_pl,familiar,balsil
58667,2024-04-29,4,0,,,,berko,dim_pl,familiar,berkosil
58667,2024-04-29,4,0,,,,pil,dim_pl,novel,pilsil
58667,2024-04-29,4,0,,,,kora,dim_pl,familiar,korasil
58789,2024-04-29,3,1,,,,shinti,dim_pl,novel,shintishoon
58789,2024-04-29,3,1,,,,kora,dim_pl,familiar,korashoon
58789,2024-04-29,3,1,,,,berko,dim_pl,familiar,berkoshoon
58789,2024-04-29,3,1,,,,pil,dim_pl,novel,pilshoon
58789,2024-04-29,3,1,,,,bal,dim_pl,familiar,balshoon
58789,2024-04-29,3,1,,,,shinder,dim_pl,novel,shindershoon
59158,2024-04-29,2,1,,,,kora,dim_pl,familiar,korasil
59158,2024-04-29,2,1,,,,bal,dim_pl,familiar,balsil
59158,2024-04-29,2,1,,,,shinder,dim_pl,novel,shindersil
59158,2024-04-29,2,1,,,,shinti,dim_pl,novel,shinitinem
59158,2024-04-29,2,1,,,,berko,dim_pl,familiar,berkonem
59158,2024-04-29,2,1,,,,pil,dim_pl,novel,pilnem
59257,2024-04-29,3,0,,,,pil,dim_pl,novel,pil
59257,2024-04-29,3,0,,,,bal,dim_pl,familiar,balnem
59257,2024-04-29,3,0,,,,shinti,dim_pl,novel,shit
59257,2024-04-29,3,0,,,,berko,dim_pl,familiar,berkodan
59257,2024-04-29,3,0,,,,kora,dim_pl,familiar,koraisl
59257,2024-04-29,3,0,,,,shinder,dim_pl,novel,
57745,2024-04-29,5,1,,,,bal,dim_pl,familiar,balsil
57745,2024-04-29,5,1,,,,kora,dim_pl,familiar,korasil
57745,2024-04-29,5,1,,,,shinti,dim_pl,novel,shintisil
57745,2024-04-29,5,1,,,,shinder,dim_pl,novel,shinder
57745,2024-04-29,5,1,,,,pil,dim_pl,novel,pildan
57745,2024-04-29,5,1,,,,berko,dim_pl,familiar,berkosil
58923,2024-04-29,2,1,,,,shinder,dim_pl,novel,shindern
58923,2024-04-29,2,1,,,,bal,dim_pl,familiar,balsil
58923,2024-04-29,2,1,,,,shinti,dim_pl,novel,shintinem
58923,2024-04-29,2,1,,,,kora,dim_pl,familiar,korashoon
58923,2024-04-29,2,1,,,,berko,dim_pl,familiar,berkonom
58923,2024-04-29,2,1,,,,pil,dim_pl,novel,pilbem
58975,2024-04-29,2,0,,,,kora,dim_pl,familiar,korasil
58975,2024-04-29,2,0,,,,pil,dim_pl,novel,pil
58975,2024-04-29,2,0,,,,shinti,dim_pl,novel,shinitsil
58975,2024-04-29,2,0,,,,berko,dim_pl,familiar,berkodan
58975,2024-04-29,2,0,,,,bal,dim_pl,familiar,balsil
58975,2024-04-29,2,0,,,,shinder,dim_pl,novel,shniderdan
58406,2024-04-29,2,1,,,,shinti,dim_pl,novel,shintisil
58406,2024-04-29,2,1,,,,pil,dim_pl,novel,pil
58406,2024-04-29,2,1,,,,berko,dim_pl,familiar,berkosil
58406,2024-04-29,2,1,,,,shinder,dim_pl,novel,shindersil
58406,2024-04-29,2,1,,,,kora,dim_pl,familiar,korasil
58406,2024-04-29,2,1,,,,bal,dim_pl,familiar,balsil
57902,2024-04-29,6,0,,,,shinti,dim_pl,novel,shintisil
57902,2024-04-29,6,0,,,,berko,dim_pl,familiar,berkosi
57902,2024-04-29,6,0,,,,pil,dim_pl,novel,pildan
57902,2024-04-29,6,0,,,,shinder,dim_pl,novel,shinderdan
57902,2024-04-29,6,0,,,,kora,dim_pl,familiar,korasil
57902,2024-04-29,6,0,,,,bal,dim_pl,familiar,balsil
58383,2024-04-29,4,0,,,,kora,dim_pl,familiar,kora
58383,2024-04-29,4,0,,,,pil,dim_pl,novel,pilsin
58383,2024-04-29,4,0,,,,berko,dim_pl,familiar,berkosan
58383,2024-04-29,4,0,,,,shinder,dim_pl,novel,shinderdan
58383,2024-04-29,4,0,,,,shinti,dim_pl,novel,
58383,2024-04-29,4,0,,,,bal,dim_pl,familiar,balnem
59044,2024-04-30,4,1,,,,pil,dim_pl,novel,pil
59044,2024-04-30,4,1,,,,berko,dim_pl,familiar,berko
59044,2024-04-30,4,1,,,,shinti,dim_pl,novel,shinti
59044,2024-04-30,4,1,,,,bal,dim_pl,familiar,bal
59044,2024-04-30,4,1,,,,kora,dim_pl,familiar,kora
59044,2024-04-30,4,1,,,,shinder,dim_pl,novel,shinder
58402,2024-04-30,5,1,,,,pil,dim_pl,novel,pildan
58402,2024-04-30,5,1,,,,berko,dim_pl,familiar,berkodan
58402,2024-04-30,5,1,,,,shinti,dim_pl,novel,shintidan
58402,2024-04-30,5,1,,,,bal,dim_pl,familiar,baldan
58402,2024-04-30,5,1,,,,kora,dim_pl,familiar,koradan
58402,2024-04-30,5,1,,,,shinder,dim_pl,novel,shinderdan
59192,2024-04-30,6,1,,,,shinti,dim_pl,novel,shoon
